Group,Genome,K00002,K00003,K00005,K00007,K00008,K00009,K00010,K00013,K00014,K00015,K00016,K00018,K00019,K00020,K00021,K00023,K00024,K00027,K00029,K00030,K00031,K00032,K00033,K00035,K00057,K00065,K00091,K00097,K00128,K00208,K00228,K00231,K00287,K00311,K00320,K00341,K00383,K00392,K00411,K00413,K00432,K00457,K00459,K00477,K00483,K00537,K00558,K00560,K00568,K00571
sponge,IRC1_bin_25,0,6.25,0,0,0,0,0,6.25,6.25,12.5,0,0,6.25,0,0,12.5,6.25,6.25,0,0,6.25,0,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25
sponge,COS4_bin_17,0,10.0,0,0,10.0,0,0,10.0,10.0,0,0,0,0,10.0,0,0,10.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,10.0
sponge,IRC1_bin_19,0,4.348,0,0,4.348,0,0,4.348,4.348,8.696,0,0,0,8.696,0,0,4.348,4.348,0,8.696,0,0,0,0,4.348,4.348,4.348,0,0,0,0,0,0,0,8.696,4.348,0,0,0,0,0,0,0,0,4.348,0,4.348,0,0,13.043
sponge,IRC_PAM_SB0665_bin_19,0,0,0,0,11.538,0,0,3.846,3.846,3.846,0,0,0,7.692,3.846,0,3.846,0,0,7.692,3.846,0,0,0,3.846,0,3.846,0,7.692,3.846,3.846,3.846,3.846,0,0,0,3.846,3.846,0,0,0,3.846,0,0,0,0,3.846,3.846,0,0
seawater,seawater_seasim_SB9152_S1_bin_1,0,5.0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,5.0,0,0,0,5.0,0,0,5.0,5.0,5.0,5.0,0,5.0,5.0,0,5.0,5.0,0,5.0,0,0,0,10.0,0,0,5.0,0,5.0,5.0,0
sponge,IRC_PAM_SB0665_bin_25,0,0,2.564,0,7.692,0,12.821,2.564,2.564,15.385,0,0,0,2.564,2.564,0,2.564,0,2.564,0,2.564,0,2.564,0,0,0,0,2.564,2.564,2.564,0,0,0,0,2.564,5.128,0,2.564,0,0,0,0,0,10.256,0,0,2.564,0,0,10.256
sponge,COS36386_bin_27,0,2.128,4.255,0,4.255,0,0,2.128,2.128,4.255,2.128,0,0,8.511,2.128,2.128,4.255,0,0,0,2.128,0,4.255,0,2.128,2.128,4.255,2.128,0,2.128,0,2.128,0,0,10.638,2.128,2.128,0,0,0,0,0,0,0,12.766,2.128,2.128,0,0,8.511
sponge,COS4_bin_9,0,2.632,0,0,7.895,0,7.895,2.632,2.632,5.263,0,5.263,0,2.632,0,0,2.632,0,0,0,0,0,2.632,0,0,5.263,0,0,0,2.632,2.632,2.632,2.632,0,0,2.632,0,2.632,0,0,0,0,0,18.421,0,2.632,0,2.632,2.632,10.526
sponge,RHO2_bin_51,0,0,0,0,0,0,0,7.143,7.143,0,0,0,0,7.143,0,0,7.143,0,0,7.143,7.143,0,0,0,7.143,0,0,7.143,0,0,0,14.286,0,0,0,7.143,0,7.143,0,0,0,0,0,0,0,0,14.286,0,0,0
seawater,seawater_42618_bin_2,0,6.25,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,6.25,0,0,0,6.25,0,0,0,6.25,0,0,0,12.5,6.25,6.25,6.25,6.25,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,6.25,0,0
sponge,COS1_bin_6,0,3.704,0,0,0,0,3.704,3.704,3.704,0,0,0,0,0,0,0,3.704,0,0,0,3.704,0,0,0,3.704,3.704,0,0,11.111,3.704,0,7.407,0,0,7.407,7.407,0,0,0,0,0,0,0,3.704,0,3.704,11.111,0,0,14.815
sponge,IRC4_bin_20,0,5.263,0,0,0,0,0,5.263,5.263,10.526,0,0,5.263,5.263,0,10.526,5.263,5.263,0,0,5.263,0,5.263,0,5.263,0,0,0,0,0,0,0,0,0,5.263,10.526,0,0,0,0,0,0,0,0,0,0,5.263,0,0,5.263
sponge,COS1_bin_12,0,2.632,0,0,0,0,2.632,2.632,2.632,2.632,0,0,0,2.632,0,0,2.632,0,2.632,0,2.632,0,2.632,0,0,0,2.632,0,5.263,2.632,0,0,0,0,13.158,5.263,0,0,0,0,0,0,0,0,0,0,0,0,2.632,42.105
sponge,APA_bin_45,0,4.0,0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,0,0,4.0,0,4.0,0,4.0,0,0,0,4.0,0,0,0,4.0,4.0,4.0,0,4.0,4.0,4.0,4.0,4.0,0,4.0,0,4.0,0,4.0,4.0,0,4.0,4.0,4.0,4.0,4.0
sponge,CAR1_bin_13,0,2.778,0,0,2.778,0,2.778,2.778,2.778,2.778,0,0,2.778,5.556,0,2.778,5.556,0,2.778,0,2.778,0,2.778,2.778,2.778,0,0,2.778,5.556,5.556,2.778,2.778,0,2.778,0,2.778,2.778,0,2.778,2.778,0,0,0,0,0,0,5.556,0,2.778,11.111
sponge,COS36404_bin_5,0,6.667,0,0,0,0,0,6.667,6.667,0,0,0,0,6.667,0,0,0,0,0,0,6.667,0,6.667,0,6.667,0,6.667,0,0,0,0,6.667,0,0,0,20.0,0,6.667,0,0,6.667,0,0,0,0,0,0,0,0,6.667
sponge,APA_bin_86,0,5.556,0,0,0,0,0,5.556,5.556,5.556,0,0,5.556,5.556,0,0,5.556,0,0,0,0,0,0,0,5.556,5.556,0,0,0,5.556,0,0,0,0,11.111,11.111,0,0,0,0,0,0,0,0,0,0,16.667,0,0,5.556
sponge,COS36387_bin_7,0,5.263,0,0,0,0,0,5.263,5.263,0,0,5.263,0,10.526,0,0,5.263,0,0,0,5.263,0,5.263,0,0,0,0,0,10.526,5.263,0,5.263,0,0,0,10.526,0,5.263,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263
sponge,CLI2_bin_1,0,4.0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,8.0,0,0,4.0,0,0,0,4.0,0,0,0,4.0,0,0,8.0,4.0,4.0,4.0,0,0,4.0,0,4.0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,32.0
sponge,RHO3_bin_15,0,6.25,0,0,6.25,0,0,6.25,6.25,0,0,0,0,6.25,0,0,6.25,0,6.25,6.25,6.25,0,0,0,0,0,6.25,0,6.25,0,0,6.25,0,0,0,6.25,0,6.25,0,0,0,0,0,0,0,0,6.25,0,0,6.25
sponge,COS36388_bin_16,0,3.125,0,0,6.25,0,12.5,3.125,3.125,3.125,0,0,0,0,0,0,3.125,0,6.25,0,3.125,3.125,3.125,0,0,3.125,3.125,0,6.25,3.125,0,3.125,0,0,6.25,6.25,0,3.125,0,0,0,0,0,3.125,0,0,3.125,0,0,9.375
sponge,RHO3_bin_29,0,2.941,0,0,0,0,2.941,2.941,2.941,0,0,0,0,5.882,0,0,2.941,2.941,0,2.941,2.941,0,0,0,0,0,0,0,0,2.941,0,2.941,0,0,8.824,5.882,0,0,0,0,0,0,0,0,5.882,2.941,29.412,0,0,11.765
sponge,RHO3_bin_11,0,2.083,0,0,0,0,2.083,2.083,2.083,4.167,0,0,0,12.5,0,2.083,2.083,0,2.083,0,2.083,0,0,0,2.083,0,2.083,2.083,0,2.083,2.083,0,0,2.083,14.583,2.083,2.083,0,2.083,2.083,0,0,2.083,0,12.5,2.083,8.333,2.083,2.083,2.083
sponge,COS2_bin_18,0,0,2.941,0,8.824,0,11.765,2.941,2.941,14.706,0,0,0,2.941,2.941,0,2.941,0,2.941,0,2.941,0,2.941,0,0,0,0,2.941,2.941,2.941,0,0,0,0,2.941,5.882,0,2.941,0,0,0,0,0,11.765,0,0,2.941,0,0,2.941
sponge,RHO3_bin_39,0,5.0,0,0,5.0,0,15.0,5.0,5.0,5.0,0,0,5.0,0,0,0,5.0,0,0,0,5.0,0,5.0,0,0,0,5.0,0,5.0,5.0,0,10.0,0,0,0,5.0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,5.0
sponge,CAR2_bin_19,0,4.0,0,0,4.0,0,4.0,4.0,4.0,0,0,0,0,4.0,0,0,4.0,0,0,0,4.0,0,0,0,4.0,4.0,0,0,4.0,4.0,0,4.0,0,0,12.0,8.0,0,0,0,0,0,0,0,0,0,4.0,12.0,0,0,12.0
sponge,GCA_003635255,0,2.632,0,0,15.789,0,7.895,2.632,2.632,2.632,0,2.632,0,0,0,0,2.632,0,0,0,0,0,2.632,0,0,2.632,0,0,0,0,0,2.632,2.632,0,0,5.263,0,0,0,0,0,0,0,13.158,0,0,5.263,2.632,0,23.684
sponge,GCF_000264395,0,2.941,2.941,0,2.941,2.941,2.941,2.941,5.882,0,2.941,0,2.941,2.941,0,0,2.941,11.765,0,0,2.941,0,5.882,0,2.941,2.941,0,0,8.824,2.941,0,2.941,2.941,0,0,0,0,0,0,0,2.941,0,2.941,0,0,2.941,0,8.824,0,2.941
sponge,COS36404_bin_1,0,5.263,0,0,0,0,0,5.263,5.263,0,0,5.263,0,10.526,0,0,5.263,0,0,0,5.263,0,5.263,0,0,0,0,0,10.526,5.263,0,5.263,0,0,0,10.526,0,5.263,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263
sponge,COS36387_bin_3,0,0,0,0,4.545,0,0,4.545,4.545,13.636,0,0,0,9.091,4.545,0,0,0,0,0,4.545,0,0,0,0,0,9.091,0,4.545,4.545,4.545,0,4.545,0,0,0,0,4.545,0,0,0,4.545,4.545,0,0,0,9.091,4.545,0,0
sponge,APA_bin_96,0,3.704,0,0,3.704,0,3.704,3.704,3.704,3.704,0,0,0,7.407,0,0,3.704,3.704,0,0,3.704,0,3.704,0,3.704,7.407,0,0,0,3.704,0,0,0,0,7.407,7.407,0,0,0,0,0,0,3.704,0,14.815,3.704,0,0,0,3.704
sponge,APA_bin_82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.333,0,0,0,0,0,33.333,0,0,0,0,33.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sponge,APA_bin_69,0,2.632,0,2.632,0,0,13.158,2.632,5.263,7.895,0,0,0,5.263,0,0,5.263,0,0,0,2.632,0,0,0,2.632,2.632,0,0,2.632,2.632,0,0,2.632,2.632,7.895,2.632,2.632,0,2.632,2.632,0,0,0,2.632,0,2.632,0,5.263,2.632,5.263
sponge,IRC4_bin_24,0,4.0,0,0,4.0,4.0,4.0,4.0,4.0,4.0,0,4.0,0,4.0,0,0,4.0,0,4.0,0,4.0,0,4.0,0,0,8.0,0,0,0,4.0,0,0,0,0,8.0,8.0,0,0,0,0,0,0,0,0,0,0,8.0,0,0,12.0
sponge,COS1_bin_2,0,0,2.703,0,8.108,0,10.811,2.703,2.703,13.514,0,0,0,2.703,2.703,0,2.703,0,2.703,0,2.703,0,2.703,0,0,0,0,2.703,2.703,2.703,0,0,0,0,2.703,5.405,0,2.703,0,0,0,0,0,10.811,0,0,0,0,0,13.514
sponge,IRC4_bin_30,0,0,0,0,5.0,0,0,5.0,5.0,10.0,0,5.0,5.0,0,0,0,5.0,0,0,5.0,0,5.0,0,0,5.0,5.0,0,0,0,0,0,5.0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,15.0
seawater,seawater_42618_bin_6,0,5.0,0,0,0,0,0,5.0,5.0,0,0,0,0,0,0,0,5.0,0,0,0,5.0,0,0,0,5.0,10.0,0,0,10.0,5.0,0,0,0,0,20.0,10.0,0,0,0,0,0,0,0,5.0,0,5.0,0,0,0,5.0
sponge,APA_bin_55,0,5.714,0,0,0,0,0,2.857,2.857,5.714,0,0,5.714,11.429,0,0,2.857,0,2.857,0,5.714,0,0,0,0,0,0,8.571,2.857,2.857,2.857,0,0,2.857,2.857,0,2.857,0,2.857,2.857,0,0,5.714,0,5.714,0,8.571,0,2.857,0
sponge,APA_bin_41,0,0,0,0,13.636,0,0,4.545,4.545,9.091,0,4.545,0,4.545,0,0,4.545,0,0,0,4.545,0,4.545,0,0,13.636,0,0,4.545,0,0,4.545,0,0,0,4.545,0,0,0,0,0,0,0,9.091,0,0,0,0,0,9.091
sponge,COS1_bin_16,0,13.333,0,0,0,0,0,6.667,0,0,0,0,0,6.667,0,0,13.333,0,0,0,6.667,0,0,0,6.667,0,0,0,0,6.667,0,6.667,0,6.667,0,13.333,0,6.667,0,0,0,6.667,0,0,0,0,0,0,0,0
sponge,CLI4_bin_2,0,0,0,0,0,0,0,7.692,7.692,0,0,0,0,0,0,0,7.692,0,7.692,0,7.692,0,0,0,0,0,7.692,7.692,0,0,0,0,0,0,7.692,7.692,0,7.692,0,0,0,0,0,0,0,0,0,0,0,23.077
sponge,RHO2_bin_55,0,6.667,0,0,0,0,0,6.667,0,20.0,0,0,0,0,0,0,6.667,0,6.667,0,6.667,0,0,0,0,0,6.667,0,13.333,6.667,0,0,6.667,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,0
sponge,RHO2_bin_41,0,2.381,0,0,4.762,0,4.762,2.381,2.381,2.381,0,0,0,2.381,0,0,2.381,0,2.381,0,2.381,2.381,2.381,0,0,2.381,2.381,0,4.762,2.381,0,0,0,0,4.762,4.762,0,2.381,0,0,0,0,0,2.381,0,0,4.762,0,0,35.714
sponge,RHO1_bin_1,0,2.326,0,0,0,0,0,2.326,2.326,2.326,0,0,0,11.628,0,2.326,2.326,0,4.651,0,2.326,0,0,0,2.326,0,2.326,2.326,9.302,4.651,2.326,0,0,2.326,0,2.326,2.326,0,2.326,2.326,0,2.326,4.651,0,4.651,2.326,4.651,0,2.326,11.628
sponge,COS36386_bin_37,0,6.25,6.25,0,0,0,0,6.25,6.25,0,0,6.25,0,6.25,0,0,0,0,0,0,6.25,0,12.5,0,0,0,0,6.25,0,6.25,6.25,0,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,6.25,0,0,0,0
sponge,IRC2_bin_13,0,7.692,0,0,0,0,0,7.692,0,7.692,0,0,7.692,0,0,0,7.692,0,0,0,0,0,0,0,7.692,7.692,0,0,0,7.692,0,7.692,0,0,7.692,7.692,0,0,0,0,0,0,0,0,0,0,0,0,0,15.385
sponge,IRC1_bin_21,0,4.0,0,0,8.0,0,0,4.0,4.0,8.0,0,0,0,8.0,0,0,0,4.0,0,8.0,0,0,0,0,4.0,4.0,4.0,0,0,0,0,0,0,0,8.0,12.0,0,0,0,0,0,0,0,0,4.0,0,8.0,0,0,8.0
sponge,IRC_PAM_SB0666_bin_13,0,3.226,0,3.226,0,0,3.226,3.226,3.226,3.226,0,0,3.226,12.903,0,3.226,3.226,0,3.226,0,3.226,0,0,0,0,3.226,0,6.452,3.226,6.452,3.226,0,0,3.226,0,3.226,3.226,0,3.226,3.226,0,3.226,0,0,3.226,0,0,0,3.226,3.226
sponge,IRC_PAM_SB0677_bin_11,0,3.846,0,0,0,0,3.846,3.846,3.846,0,0,0,3.846,3.846,0,0,3.846,0,0,0,3.846,0,0,0,3.846,7.692,0,0,7.692,3.846,0,3.846,0,0,7.692,7.692,0,0,0,0,0,0,0,3.846,0,3.846,3.846,0,0,15.385
sponge,IRC1_bin_35,0,2.5,0,0,0,0,2.5,2.5,2.5,0,0,0,0,7.5,0,2.5,2.5,2.5,0,0,2.5,0,0,0,2.5,0,2.5,0,2.5,2.5,0,2.5,0,0,42.5,5.0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,2.5
sponge,COS4_bin_13,0,2.632,0,0,7.895,0,7.895,2.632,0,5.263,0,0,0,2.632,0,0,2.632,0,5.263,0,2.632,0,2.632,0,0,5.263,2.632,0,5.263,2.632,0,0,0,0,7.895,5.263,0,0,0,0,0,0,0,2.632,0,0,5.263,0,0,21.053
sponge,RHO2_bin_9,0,0,2.857,0,14.286,0,11.429,2.857,2.857,14.286,0,0,0,2.857,2.857,0,2.857,0,2.857,0,2.857,0,2.857,0,0,0,2.857,2.857,2.857,0,0,0,0,0,2.857,5.714,0,2.857,0,0,0,0,0,14.286,0,0,0,0,0,0
sponge,RHO1_bin_67,0,5.556,0,0,0,0,0,5.556,0,16.667,0,0,0,0,0,0,5.556,0,5.556,0,5.556,0,0,0,0,0,11.111,0,11.111,5.556,0,0,5.556,5.556,0,5.556,0,0,0,0,0,0,0,0,0,0,0,5.556,0,5.556
sponge,COS36404_bin_10,0,0,0,0,11.111,0,0,3.704,3.704,3.704,0,0,0,3.704,3.704,0,3.704,0,0,7.407,3.704,0,0,0,3.704,0,7.407,0,7.407,3.704,3.704,3.704,3.704,0,0,0,3.704,3.704,0,0,0,3.704,0,0,0,0,7.407,3.704,0,0
sponge,IRC_PAM_SB0662_bin_53,0,5.263,0,0,0,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263,0,0,0,5.263,0,0,0,5.263,0,0,5.263,5.263,5.263,5.263,0,5.263,0,0,10.526,0,0,5.263,5.263,0,0,0,0,0,5.263,5.263,5.263,5.263,0
sponge,RHO1_bin_66,0,0,0,0,0,0,0,6.667,6.667,0,0,0,0,6.667,0,0,6.667,0,0,6.667,6.667,0,0,0,6.667,0,0,6.667,0,0,0,6.667,0,0,0,6.667,0,6.667,0,0,0,0,0,0,0,0,13.333,0,0,13.333
sponge,CAR4_bin_13,0,0,0,0,0,0,0,4.762,4.762,0,0,0,0,0,0,0,4.762,0,4.762,0,4.762,0,0,0,0,4.762,0,4.762,9.524,4.762,0,0,4.762,0,0,0,0,0,0,0,4.762,0,0,0,0,0,9.524,4.762,0,28.571
sponge,RHO2_bin_8,0,2.041,0,0,4.082,0,6.122,2.041,2.041,4.082,0,0,0,2.041,0,0,2.041,0,2.041,0,2.041,2.041,2.041,0,0,2.041,2.041,0,4.082,2.041,0,2.041,0,0,4.082,4.082,0,2.041,0,0,0,0,0,2.041,0,0,6.122,0,0,36.735
sponge,RHO1_bin_72,0,3.571,0,0,0,0,3.571,3.571,3.571,0,0,0,3.571,3.571,0,0,3.571,0,0,0,3.571,0,0,0,3.571,0,0,3.571,7.143,0,3.571,0,3.571,3.571,7.143,3.571,3.571,0,3.571,3.571,0,0,3.571,3.571,7.143,3.571,0,3.571,3.571,0
sponge,COS4_bin_12,0,2.564,0,2.564,0,0,12.821,0,2.564,2.564,0,0,2.564,17.949,0,2.564,2.564,0,2.564,0,2.564,0,2.564,0,2.564,2.564,0,2.564,7.692,5.128,2.564,0,0,2.564,0,2.564,2.564,0,2.564,2.564,0,2.564,0,0,2.564,0,0,0,2.564,0
seawater,seawater_bettina_36327_bin_15,0,0,0,0,0,0,0,5.263,5.263,0,0,0,0,0,0,0,5.263,0,5.263,0,5.263,0,10.526,0,5.263,0,0,0,15.789,5.263,5.263,0,5.263,0,0,0,0,0,0,0,5.263,5.263,5.263,0,0,5.263,0,5.263,0,0
sponge,IRC1_bin_34,0,2.5,0,0,2.5,0,5.0,2.5,2.5,0,0,0,0,5.0,0,2.5,2.5,2.5,0,0,2.5,0,0,0,2.5,0,0,0,5.0,2.5,0,5.0,0,0,35.0,5.0,0,0,0,0,0,0,0,2.5,2.5,2.5,2.5,0,0,5.0
sponge,IRC1_bin_20,0,2.941,0,0,2.941,0,0,2.941,2.941,5.882,0,0,0,5.882,0,0,2.941,0,0,0,2.941,0,2.941,0,2.941,8.824,0,0,0,2.941,0,0,0,0,8.824,5.882,0,0,0,0,0,0,2.941,0,11.765,0,2.941,0,0,20.588
seawater,seawater_seasim_SB9152_S1_bin_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333,0,8.333,0,0,0,8.333,0,0,0,8.333,0,8.333,0,16.667,0,0,0,8.333,0,0,8.333,0,0,0,0,0,8.333,0,0,0,8.333,0,0,0,8.333
sponge,IRC_PAM_SB0665_bin_20,0,3.125,0,0,9.375,0,9.375,3.125,3.125,6.25,0,3.125,0,3.125,0,0,6.25,0,0,0,3.125,0,0,0,0,6.25,0,0,0,0,0,3.125,3.125,0,0,3.125,0,3.125,0,0,0,0,0,15.625,0,3.125,9.375,3.125,0,0
sponge,IRC2_bin_12,0,0,0,0,0,0,0,0,8.333,0,0,0,0,0,0,0,8.333,0,0,8.333,8.333,0,0,0,8.333,0,0,8.333,16.667,0,0,8.333,0,8.333,0,8.333,0,0,0,0,0,0,0,0,0,0,0,0,0,8.333
sponge,GCF_900149685,0,3.333,0,0,0,0,0,3.333,3.333,3.333,0,0,6.667,6.667,0,0,3.333,0,3.333,0,3.333,0,0,0,3.333,0,0,3.333,0,6.667,3.333,0,3.333,3.333,0,3.333,3.333,0,3.333,3.333,3.333,3.333,6.667,0,0,3.333,3.333,3.333,3.333,0
sponge,RHO2_bin_40,0,2.0,0,0,4.0,0,8.0,2.0,2.0,2.0,0,0,0,0,0,0,2.0,0,2.0,0,2.0,2.0,2.0,0,0,2.0,2.0,0,4.0,2.0,0,2.0,0,0,8.0,4.0,0,2.0,0,0,0,0,0,2.0,0,0,2.0,0,0,40.0
sponge,RHO2_bin_54,0,0,0,0,0,0,0,9.091,9.091,0,0,0,0,0,0,0,9.091,0,9.091,0,9.091,0,0,0,9.091,0,0,9.091,18.182,0,0,0,0,9.091,0,0,0,0,0,0,0,0,9.091,0,0,0,0,0,0,0
sponge,COS1_bin_17,0,0,0,0,0,0,0,4.545,4.545,0,0,0,0,0,0,0,4.545,0,0,0,4.545,0,0,0,4.545,4.545,0,4.545,9.091,4.545,0,0,0,4.545,4.545,4.545,4.545,0,0,0,0,0,4.545,0,9.091,4.545,4.545,4.545,4.545,4.545
sponge,APA_bin_40,0,2.439,0,2.439,0,0,2.439,2.439,2.439,2.439,0,0,2.439,7.317,0,2.439,2.439,0,2.439,0,2.439,0,0,0,0,0,0,2.439,4.878,4.878,2.439,0,0,2.439,0,2.439,2.439,0,2.439,2.439,0,0,0,0,2.439,0,19.512,0,2.439,14.634
sponge,CYMC_moitinhoThomas_67496,0,6.667,0,0,6.667,0,0,6.667,6.667,6.667,0,0,0,6.667,0,0,6.667,0,0,0,6.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.667,0,6.667,0,0,0,0,0,0,0,6.667,6.667,0,0,20.0
sponge,COS1_bin_3,0,4.167,0,0,12.5,0,16.667,4.167,4.167,8.333,0,0,0,0,0,0,4.167,0,0,0,4.167,0,4.167,0,4.167,8.333,4.167,0,0,0,0,0,0,0,0,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,16.667
sponge,IRC4_bin_25,0,2.564,0,0,15.385,0,2.564,2.564,2.564,2.564,0,2.564,0,2.564,0,0,5.128,0,0,0,2.564,0,2.564,0,0,5.128,0,0,0,0,0,2.564,2.564,0,0,5.128,0,2.564,0,0,0,0,0,7.692,0,0,5.128,2.564,2.564,20.513
sponge,APA_bin_68,0,3.704,0,0,0,0,0,3.704,3.704,0,0,0,0,0,0,0,3.704,3.704,0,0,3.704,0,0,0,3.704,0,0,0,0,3.704,0,3.704,0,0,0,7.407,0,0,0,0,0,0,0,0,0,3.704,14.815,0,0,40.741
sponge,APA_bin_83,0,2.632,0,0,15.789,0,5.263,2.632,2.632,2.632,0,2.632,0,2.632,0,0,5.263,0,0,0,2.632,0,2.632,0,0,5.263,0,0,0,0,0,2.632,2.632,0,0,5.263,0,2.632,0,0,0,0,0,7.895,0,0,2.632,2.632,0,21.053
sponge,APA_bin_97,0,4.167,0,0,4.167,0,12.5,4.167,8.333,4.167,0,0,4.167,0,0,0,4.167,0,0,0,4.167,0,4.167,0,0,0,4.167,4.167,4.167,4.167,0,8.333,0,0,0,4.167,0,4.167,0,0,0,0,0,0,0,0,4.167,0,0,8.333
sponge,COS36387_bin_2,0,0,5.882,0,5.882,0,11.765,2.941,2.941,11.765,0,0,0,2.941,5.882,0,2.941,0,2.941,0,2.941,0,2.941,0,0,0,0,2.941,5.882,2.941,0,0,0,0,2.941,5.882,0,2.941,0,0,0,0,0,11.765,0,0,2.941,0,0,0
sponge,GCF_900143545,0,2.439,0,0,0,0,2.439,2.439,2.439,2.439,0,0,2.439,17.073,0,2.439,2.439,0,4.878,0,4.878,0,2.439,2.439,2.439,0,0,2.439,9.756,4.878,2.439,0,0,2.439,0,2.439,2.439,0,2.439,2.439,0,4.878,0,0,0,2.439,4.878,0,2.439,0
sponge,CAR1_bin_16,0,0,0,0,2.632,0,0,2.632,2.632,0,0,0,0,2.632,2.632,0,2.632,0,0,2.632,2.632,0,2.632,0,2.632,0,2.632,2.632,2.632,2.632,0,2.632,2.632,0,0,2.632,0,0,0,0,0,0,0,0,0,0,26.316,2.632,0,26.316
sponge,CAR2_bin_18,0,3.333,0,0,0,0,0,0,3.333,0,0,3.333,0,3.333,0,6.667,3.333,0,3.333,0,3.333,0,0,0,3.333,0,0,3.333,0,3.333,3.333,3.333,3.333,0,0,3.333,3.333,0,3.333,3.333,0,0,3.333,3.333,3.333,0,3.333,3.333,3.333,16.667
sponge,RHO3_bin_38,0,0,0,0,0,0,0,6.25,6.25,0,0,0,0,0,0,0,6.25,0,0,6.25,6.25,0,0,0,6.25,0,0,6.25,12.5,0,0,6.25,0,12.5,0,6.25,0,0,0,0,0,0,0,0,0,0,12.5,0,0,6.25
sponge,COS2_bin_19,0,3.448,0,0,6.897,0,6.897,3.448,3.448,3.448,0,0,0,3.448,0,0,3.448,0,3.448,0,3.448,3.448,3.448,0,0,3.448,3.448,0,6.897,3.448,0,0,0,0,6.897,6.897,0,3.448,0,0,0,0,0,0,0,0,0,0,0,17.241
sponge,GCF_004168585,0,0,0,0,0,0,3.704,3.704,3.704,0,0,3.704,0,3.704,0,0,3.704,3.704,3.704,3.704,3.704,0,3.704,0,3.704,0,0,3.704,0,0,3.704,0,3.704,3.704,0,0,3.704,0,7.407,3.704,3.704,3.704,3.704,0,0,3.704,3.704,3.704,3.704,0
sponge,COS36388_bin_13,0,3.03,0,0,0,0,0,0,3.03,3.03,0,0,0,12.121,0,3.03,3.03,0,6.061,0,3.03,0,0,0,3.03,0,3.03,3.03,9.091,6.061,3.03,0,0,3.03,0,3.03,3.03,0,3.03,3.03,0,3.03,6.061,0,6.061,3.03,0,0,3.03,0
sponge,RHO3_bin_10,0,2.857,0,0,0,0,14.286,2.857,8.571,2.857,0,0,2.857,8.571,0,2.857,2.857,0,5.714,0,2.857,0,2.857,0,2.857,2.857,0,2.857,2.857,5.714,2.857,0,0,2.857,0,2.857,2.857,0,2.857,2.857,0,0,0,0,2.857,0,0,0,2.857,0
seawater,seawater_bettina_36327_bin_2,0,8.333,8.333,0,0,0,0,0,8.333,0,0,0,0,8.333,0,0,0,0,0,0,0,0,8.333,0,8.333,0,0,8.333,0,0,8.333,0,0,0,0,0,8.333,8.333,0,0,8.333,0,0,0,0,8.333,0,0,0,0
sponge,RHO3_bin_12,0,3.704,3.704,0,14.815,0,11.111,3.704,0,7.407,0,7.407,0,7.407,0,0,3.704,0,0,0,3.704,0,3.704,0,0,0,3.704,0,0,0,0,3.704,0,0,0,7.407,0,3.704,0,0,3.704,0,0,3.704,0,3.704,0,0,0,0
sponge,COS36388_bin_11,0,0,2.857,0,8.571,0,14.286,2.857,2.857,14.286,0,0,0,2.857,2.857,0,2.857,0,2.857,0,2.857,0,2.857,0,0,0,2.857,2.857,2.857,0,0,0,0,0,2.857,5.714,0,2.857,0,0,0,0,0,17.143,0,0,0,0,0,0
sponge,CAR2_bin_26,0,2.5,0,0,0,0,2.5,2.5,2.5,0,0,2.5,0,2.5,0,0,2.5,0,0,0,2.5,0,0,0,2.5,0,0,5.0,2.5,2.5,2.5,0,2.5,2.5,0,0,2.5,0,2.5,2.5,0,0,0,0,5.0,0,0,2.5,2.5,42.5
sponge,CAR1_bin_14,0,3.571,0,0,0,0,0,3.571,3.571,0,0,0,0,0,0,3.571,3.571,0,3.571,0,3.571,0,0,0,3.571,0,3.571,3.571,0,3.571,3.571,3.571,3.571,3.571,3.571,3.571,3.571,0,0,3.571,0,3.571,0,0,0,0,3.571,3.571,3.571,17.857
